0.03909  -1.107  4.78
0.0003956  1.084  0.3974
-0.07217  -1.473  0.1958
-0.0368  2.299  -1.85
-0.02035  -2.563  -0.01276
-0.02498  1.52  1.461
0.0002403  -1.549  2.391
0.07623  -1.316  -3.395
0.08131  -1.76  -2.379
-0.003563  -0.7977  -2.363
-0.01236  -0.1503  1.236
-0.1005  -0.8008  -1.897
0.01482  -0.6166  -3.571
-0.02995  0.2999  -1.357
-0.01189  -0.3357  -4.008
-0.01493  -2.208  1.122
-0.03578  0.9569  3.083
0.02276  -2.815  -3.421
0.06953  2.703  1.343
-0.03763  -1.432  -2.321
0.01515  -3.214  -3.853
-0.008918  1.106  -2.03
-0.00208  1.853  1.718
0.01535  1.029  4.132
-0.004639  -1.721  -4.014
0.0229  -2.673  -0.6894
-0.0298  2.176  1.052
-0.01554  2.298  1.974
-0.01804  -1.285  -2.3
-0.04542  -0.4858  3.475
-0.01154  -0.2673  -1.757
-0.02175  -2.108  -3.896
-0.1247  1.421  1.721
0.04579  1.083  1.786
-0.03302  1.727  1.956
-0.03716  2.629  1.532
0.04108  3.293  4.626
-0.0423  0.5077  0.02256
0.0675  0.71  -0.3452
0.03008  1.169  -5.984
-0.03738  -2.198  2.248
0.06822  0.5104  4.71
-0.01182  0.5215  1.497
0.05088  0.4201  0.4543
0.02602  1.522  1.16
-0.01231  -1.392  -3.91
-0.12  2.668  4.983
0.003754  1.789  2.134
-0.04679  1.637  -2.719
0.01536  -1.95  -3.532
0.01836  -1  -2.548
-0.08005  1.06  2.068
0.004715  -0.961  3.664
0.03876  0.3226  -0.762
-0.0577  -2.176  -1.161
-0.0632  -0.2978  2.402
0.009573  3.092  -2.471
0.0826  -0.01772  4.018
0.02731  -0.3443  3.048
0.01189  0.218  0.5407
-0.001735  -2.891  -4.72
0.00882  0.7794  0.06733
-0.01798  0.669  -2.435
0.01085  -2.901  1.719
0.06511  2.128  3.905
0.03687  1.111  1.835
0.001927  -0.8701  0.6387
-0.03857  1.967  -2.691
-0.002497  -0.2709  -1.079
0.03299  1.654  0.3363
-0.01902  0.02449  1.65
0.03286  -1.469  1.51
-0.07382  -1.175  2.318
0.04857  -0.8719  -5.558
-0.07662  -0.7931  4.593
0.01982  1.923  0.6686
0.03606  -0.9212  5.297
-0.04984  -0.06896  -4.817
0.02123  -0.2354  4.456
-0.04299  -1.155  -0.4628
0.03153  -1.57  -0.1101
-0.01916  2.546  -4.232
0.0258  -2.367  -3.274
-0.05789  -1.765  1.817
0.0168  2.337  2.453
-0.08157  0.903  0.02914
-0.001945  2.078  4.871
-0.04102  -0.5862  -0.7221
0.06225  -0.1967  -1.543
0.01409  2.693  -1.056
0.004568  -2.683  -0.07572
0.003871  -1.498  4.301
-0.03099  1.554  3.658
-0.08261  1.56  4.627
-0.008498  2.897  2.201
-0.002169  -0.3231  3.741
0.02324  -1.465  0.5133
-0.002365  0.2856  -3.823
0.07112  2.212  -4.399
-0.03853  1.217  -4.188
0.04301  -1.202  -2.933
0.01786  -2.514  4.467
0.01657  -1.612  -3.226
0.024  -0.8207  -1.838
-0.02275  -1.429  -0.9671
0.03647  -2.013  -2.423
-0.01258  -1.015  1.383
0.02555  -0.6675  -4.979
0.1204  -2.877  -0.3277
-0.1898  0.1675  2.386
-0.01899  -2.248  -2.874
0.01922  -2.279  -2.902
-0.09134  -1.674  2.838
-0.01655  1.203  -4.464
0.04849  -2.706  1.446
-0.01027  -0.1758  -0.7977
-0.01015  2.323  2.404
-0.01969  2.111  4.518
-0.0264  -2.714  -0.458
-0.004721  2.485  1.999
-0.01864  -2.086  -2.418
-0.02663  1.316  1.187
0.03087  -1.83  -0.3413
0.00794  -1.444  -2.684
0.04979  -1.764  2.761
0.01001  -0.3799  1.377
-0.03956  2.924  -0.4484
0.06764  1.499  2.528
-0.001332  -2.451  -1.392
0.05962  -1.299  1.238
0.02022  -2.262  3.334
-0.08078  1.451  2.447
0.003196  2.348  0.05308
0.05977  0.3172  4.017
0.00374  -1.074  0.8387
-0.1152  -0.2433  -1.077
0.04352  2.071  -3.569
-0.01663  1.939  -4.759
0.008153  -2.143  1.262
-0.06797  -0.6522  -2.767
0.008009  2.344  -3.957
-0.00308  -1.102  3.769
-0.04756  2.031  2.055
0.0003161  1.972  -1.651
0.005497  1.231  0.4124
0.05037  0.6138  0.1638
-0.02869  -2.819  6.106
0.008676  1.463  1.987
-0.07417  -0.1731  -3.257
-0.0007177  1.412  -0.5128
-0.05048  1.302  5.501
0.09265  1.464  4.325
0.1697  -2.474  2.473
0.02133  -3.273  0.325
-0.105  1.88  1.682
-0.04839  -0.7828  -0.8717
-0.02712  -1.948  -3.995
0.02716  -0.3303  4.239
0.01954  2.97  4.181
0.03316  -2.828  -4.237
-0.07924  1.661  -0.318
-0.04453  0.9892  -2.732
-0.007591  -1.083  -3.485
0.02649  -0.2892  4.022
-0.01244  -3.077  -2.632
-0.03165  -0.07714  -0.5313
0.06028  -1.702  4.91
0.01955  1.779  3.65
0.01938  -2.091  -3.529
0.06856  0.2497  1.88
-0.005841  -2.749  1.84
0.1019  1.098  1.912
0.009177  -0.9303  2.739
-0.04083  -0.8817  -3.735
0.01373  -3.056  0.1258
0.1149  -1.509  -1.496
0.03038  1.668  1.188
0.01657  1.349  1.5
0.06517  -2.605  2.144
0.004632  2.85  0.5484
0.03941  2.518  -0.6648
-0.0722  2.437  -0.1501
0.003461  -0.1286  -5.001
0.05696  -1.75  -1.475
-0.04609  0.3721  -2.667
0.03508  -2.025  -0.1744
0.02797  2.703  -1.564
-0.01499  -1.98  -3.274
-0.0363  2.231  2.904
-0.05224  1.803  3.001
-0.0399  -2.842  -5.422
-0.03999  -3.318  -0.2126
-0.07463  -2.528  -3.02
0.06206  2.487  -2.448
0.06929  0.6337  -3.874
0.01355  -2.048  0.3099
0.09117  3.489  -2.632
-0.05838  1.958  0.4882
0.00709  -1.313  2.257
0.01322  -0.6633  -5.206
0.1113  2.619  0.317
-0.0667  2.286  3.581
0.02346  0.9412  -4.567
-0.0123  -0.4524  -4.38
0.02185  1.148  0.2208
-0.08039  1.179  -0.5187
-0.01059  2.335  3.858
0.1484  -2.67  -2.718
-0.02572  1.384  -0.7052
-0.005882  0.2968  1.165
0.02799  -2.465  -2.541
0.04462  1.775  -3.346
0.0681  -2.873  1.528
0.03284  1.077  2.282
0.09182  0.3612  1.217
-0.04181  0.9828  -1.006
0.0709  0.5332  1.068
0.03308  -2.206  -4.326
-0.07091  2.939  4.708
-0.004284  0.7065  -4.629
-0.07322  -1.232  0.4742
-0.05637  0.2492  -2.773
-0.02105  0.2845  4.247
-0.01777  2.214  0.9509
-0.03577  -0.8269  3.602
0.09429  2.437  4.622
0.08238  1.812  3.547
0.04027  -2.094  -2.463
0.06404  0.7082  0.9456
-0.08979  -0.001851  -0.9369
0.008997  -1.731  1.207
0.07377  -0.8976  0.433
-0.02587  0.3842  -4.336
0.04146  -1.363  -3.15
-0.04528  3.074  2.045
0.08588  -1.377  -1.356
0.05931  -1.313  -4.001
0.02434  0.9127  3.24
-0.08701  1.619  -2.275
0.01494  2.073  -4.327
0.03418  -2.322  4.17
-0.02635  1.993  1.067
-0.0008828  -0.8504  -0.9969
-0.05204  1.934  -2.492
0.06253  2.334  2.627
0.08121  2.793  2.132
0.07106  1.75  -1.597
0.006043  1.145  -5.127
-0.05449  -2.653  -1.118
0.001345  1.691  2.252
-0.04581  -1.154  4.149
0.01755  -1.587  -0.94
-0.02015  1.682  -5.257
0.02203  -1.823  0.187
-0.06586  -0.4885  -0.5741
0.05488  -0.4261  0.5131
0.0104  3.13  -0.9152
-0.02817  1.588  -0.7958
-0.03516  2.568  1.82
0.05635  2.237  0.1519
0.0006393  1.17  4.382
-0.09469  2.348  -1.371
-0.03089  1.88  3.262
-0.006985  0.4863  -2.503
0.03091  -2.037  -4.194
-0.04902  -0.46  -3.051
-0.005071  -1.353  4.916
0.04333  1.398  1.911
-0.08423  -1.894  -3.443
-0.01278  -2.534  2.168
0.02213  -0.4388  -0.04165
-0.1037  0.06898  -4.56
-0.05357  -1.661  -3.917
-0.01183  1.864  -3.747
0.03716  -2.721  -1.477
0.01334  0.2695  -1.064
0.02811  -0.2099  4.86
-0.06378  2.216  1.293
-0.03231  -2.436  2.233
-0.0247  2.322  -1.278
-0.04343  -1.493  1.859
-0.08553  1.075  4.487
-0.02357  -0.5598  1.031
0.01857  -1.303  -5.442
-0.07175  0.8045  1.901
-0.00856  -0.9759  1.03
0.02995  -1.796  -1.116
0.03649  2.077  -4.366
-0.01839  1.714  1.44
-0.04922  0.1486  -0.1163
-0.09749  1.913  -2.496
-0.06619  1.191  -0.07714
-0.01145  0.1511  1.159
-0.01519  -0.3076  4.423
0.002935  -1.712  4.353
-0.009898  0.9354  3.956
0.0526  1.834  0.3437
0.03158  0.2056  2.559
0.04948  0.8027  -2.353
0.03613  1.439  -2.263
0.01344  3.262  2.4
-0.02244  -0.9052  -0.4756
-0.05157  2.122  -1.845
0.07444  1.107  -0.5558
0.04412  0.1776  -3.64
0.03777  -0.9972  1.248
0.03366  3.164  1.261
-0.03575  1.507  -4.915
0.06138  -2.59  -2.239
0.0113  1.145  3.149
0.04793  -0.6587  -0.8855
0.006295  0.1741  -3.671
0.02271  -1.132  -1.388
-0.05027  -2.504  0.4297
0.006327  1.562  -5.015
0.06514  0.4305  -3.097
-0.0009923  -2.656  -1.521
-0.03649  -2.576  -4.014
-0.01536  -1.218  4.358
0.0298  0.968  -4.852
0.03599  0.5584  1.631
-0.0008042  -2.508  2.432
-0.01748  2.634  -1.249
0.04841  -0.8901  3.037
0.01421  0.8862  3.41
-0.008591  -1.707  3.034
-0.04227  2.182  4.763
-0.02153  0.1796  -3.895
0.03496  -2.459  4.85
0.07457  0.4029  5.023
-0.007089  -0.9792  3.798
0.07928  1.378  4.369
-0.009989  2.214  4.495
0.123  1.895  -2.801
-0.03412  1.392  2.045
0.02144  -0.991  2.598
-0.04104  0.9134  -2.674
-0.0674  -3.128  4.119
-0.06672  2.529  4.43
0.03422  0.5357  -0.7204
-0.05992  -2.409  3.364
0.02788  -1.465  2.184
-0.06274  -0.9753  0.9057
-0.089  -2.716  1.536
-0.02277  1.488  -1.439
0.06795  -0.613  3.227
-0.007563  0.1152  3.229
-0.07485  -1.044  -3.492
0.03869  -1.107  3.508
-0.03955  -1.333  -3.654
0.1166  -2.163  3.381
-0.07127  -2.115  3.283
-0.07639  -1.944  -3.672
0.03165  2.384  3.088
0.07328  -1.183  0.1098
0.07135  1.708  -4.993
-0.001501  -2.809  3.995
0.1071  -2.778  -2.316
-0.06107  2.064  -2.002
-0.07728  -0.7836  4.607
0.01973  -0.7722  -4.023
0.07126  -2.478  -4.661
0.02254  -1.88  -3.264
-0.07809  1.661  4.813
0.0236  2.172  1.331
-0.07998  -1.698  -4.949
-0.09736  1.689  -3.711
-0.03766  -2.637  2.305
0.01902  -1.37  2.823
0.01109  0.3717  2.798
0.03015  1.901  2.506
0.0522  2.424  1.834
-0.007483  2.276  -1.693
-0.0003085  -2.617  -3.874
0.09012  -2.857  -3.294
-0.02094  0.3885  -2.286
-0.0191  -1.008  -3.111
0.07913  -2.821  5.001
0.08031  -2.69  0.4216
0.07194  0.9779  2.348
0.05517  2.262  -1.185
0.03122  0.3537  -3.054
-0.09163  0.4768  -1.224
-0.0194  -2.161  -2.708
0.01192  0.3892  1.201
-0.001554  -0.7457  1.109
-0.0228  0.2479  -0.1163
-0.0596  -2.503  -3.436
0.01971  -1.434  4.076
0.03994  -1.088  0.8116
0.003536  3.101  -4.164
-0.02076  -1.464  4.147
-0.07437  2.256  -3.063
0.03214  -0.363  3.381
-0.01397  -0.9192  -3.032
0.04383  -2.014  -4.113
0.001468  -0.08329  0.6334
-0.005502  -2.47  1.837
-0.01204  1.432  -4.736
-0.07571  -1.162  3.158
0.00644  -2.07  3.647
0.009907  0.1892  4.205
-0.06358  -0.7488  -1.626
0.05536  0.9139  -4.135
0.0105  -1.792  4.788
0.005155  0.3218  1.96
-0.07513  1.862  3.933
-0.08865  2.778  4.57
-0.06991  -2.956  2.536
0.03239  -2.737  -0.9679
0.04919  -0.5301  3.233
0.08109  -1.796  -2.642
3.106e-05  2.791  -2.405
-0.04147  -2.262  -1.927
0.05545  -0.2254  -2.008
-0.05425  2.498  2.817
0.03864  -0.3118  3.961
-0.06276  1.155  -1.944
